Model Name,Release Date,Company/Provider,Parameters,Context Window,Architecture,Modality,Model Type,Public Access,Features,Notable Achievements
GPT-4 Turbo via Baseten,2023-11-06T00:00:00Z,OpenAI / Baseten (API),Unknown,128000,,"text, image",Language Model,No,,
GPT-3.5 Turbo 1106 via Together,2023-11-06T00:00:00Z,OpenAI / Together (API),Unknown,16000,,"text, image",Language Model,No,,
GPT-3.5 Turbo 1106 via Replicate,2023-11-06T00:00:00Z,OpenAI / Replicate (API),Unknown,16000,,"text, image",Language Model,No,,
GPT-3.5 Turbo 1106 via Baseten,2023-11-06T00:00:00Z,OpenAI / Baseten (API),Unknown,16000,,"text, image",Language Model,No,,
dall-e-3 via Together,2023-11-06T00:00:00Z,OpenAI / Together (API),Unknown,4096,,text,Language Model,No,,
dall-e-3 via Replicate,2023-11-06T00:00:00Z,OpenAI / Replicate (API),Unknown,4096,,text,Language Model,No,,
dall-e-3 via Baseten,2023-11-06T00:00:00Z,OpenAI / Baseten (API),Unknown,4096,,text,Language Model,No,,
Galadriel-7B,2023-11-10T00:00:00Z,Open-Source Community / Community,Unknown,8192,,text,Language Model,Yes,,
Skywork-7B,2023-11-10T00:00:00Z,Open-Source Community / Community,Unknown,4096,,text,Language Model,Yes,,
Galadriel-7B (GGUF-Q4_0),2023-11-10T00:00:00Z,Open-Source Community / Community,Unknown,8192,,text,Language Model,Yes,,
Galadriel-7B (GGUF-Q4_1),2023-11-10T00:00:00Z,Open-Source Community / Community,Unknown,8192,,text,Language Model,Yes,,
Galadriel-7B (GGUF-Q5_0),2023-11-10T00:00:00Z,Open-Source Community / Community,Unknown,8192,,text,Language Model,Yes,,
Skywork-7B (GGUF-Q4_0),2023-11-10T00:00:00Z,Open-Source Community / Community,Unknown,4096,,text,Language Model,Yes,,
Skywork-7B (GGUF-Q4_1),2023-11-10T00:00:00Z,Open-Source Community / Community,Unknown,4096,,text,Language Model,Yes,,
Skywork-7B (GGUF-Q5_0),2023-11-10T00:00:00Z,Open-Source Community / Community,Unknown,4096,,text,Language Model,Yes,,
Galadriel-7B via Together,2023-11-10T00:00:00Z,Open-Source Community / Together (API),Unknown,8192,,text,Language Model,Yes,,
Galadriel-7B via Replicate,2023-11-10T00:00:00Z,Open-Source Community / Replicate (API),Unknown,8192,,text,Language Model,Yes,,
Galadriel-7B via Baseten,2023-11-10T00:00:00Z,Open-Source Community / Baseten (API),Unknown,8192,,text,Language Model,Yes,,
Skywork-7B via Together,2023-11-10T00:00:00Z,Open-Source Community / Together (API),Unknown,4096,,text,Language Model,Yes,,
Skywork-7B via Replicate,2023-11-10T00:00:00Z,Open-Source Community / Replicate (API),Unknown,4096,,text,Language Model,Yes,,
Skywork-7B via Baseten,2023-11-10T00:00:00Z,Open-Source Community / Baseten (API),Unknown,4096,,text,Language Model,Yes,,
Claude 2.1,2023-11-21T00:00:00Z,Anthropic / Anthropic,Unknown,100000,,text,Language Model,No,,
Claude 2.1 (GGUF-Q4_0),2023-11-21T00:00:00Z,Anthropic / Anthropic,Unknown,100000,,text,Language Model,No,,
Claude 2.1 (GGUF-Q4_1),2023-11-21T00:00:00Z,Anthropic / Anthropic,Unknown,100000,,text,Language Model,No,,
Claude 2.1 (GGUF-Q5_0),2023-11-21T00:00:00Z,Anthropic / Anthropic,Unknown,100000,,text,Language Model,No,,
Claude 2.1 via Together,2023-11-21T00:00:00Z,Anthropic / Together (API),Unknown,100000,,text,Language Model,No,,
Claude 2.1 via Replicate,2023-11-21T00:00:00Z,Anthropic / Replicate (API),Unknown,100000,,text,Language Model,No,,
Claude 2.1 via Baseten,2023-11-21T00:00:00Z,Anthropic / Baseten (API),Unknown,100000,,text,Language Model,No,,
Starling-LM-7B,2023-11-27T00:00:00Z,Open-Source Community / Community,Unknown,4096,,text,Language Model,Yes,,
UltraLM-13B,2023-11-27T00:00:00Z,Open-Source Community / Community,Unknown,4096,,text,Language Model,Yes,,
Starling-LM-7B (GGUF-Q4_0),2023-11-27T00:00:00Z,Open-Source Community / Community,Unknown,4096,,text,Language Model,Yes,,
Starling-LM-7B (GGUF-Q4_1),2023-11-27T00:00:00Z,Open-Source Community / Community,Unknown,4096,,text,Language Model,Yes,,
Starling-LM-7B (GGUF-Q5_0),2023-11-27T00:00:00Z,Open-Source Community / Community,Unknown,4096,,text,Language Model,Yes,,
UltraLM-13B (GGUF-Q4_0),2023-11-27T00:00:00Z,Open-Source Community / Community,Unknown,4096,,text,Language Model,Yes,,
UltraLM-13B (GGUF-Q4_1),2023-11-27T00:00:00Z,Open-Source Community / Community,Unknown,4096,,text,Language Model,Yes,,
UltraLM-13B (GGUF-Q5_0),2023-11-27T00:00:00Z,Open-Source Community / Community,Unknown,4096,,text,Language Model,Yes,,
Starling-LM-7B via Together,2023-11-27T00:00:00Z,Open-Source Community / Together (API),Unknown,4096,,text,Language Model,Yes,,
Starling-LM-7B via Replicate,2023-11-27T00:00:00Z,Open-Source Community / Replicate (API),Unknown,4096,,text,Language Model,Yes,,
Starling-LM-7B via Baseten,2023-11-27T00:00:00Z,Open-Source Community / Baseten (API),Unknown,4096,,text,Language Model,Yes,,
UltraLM-13B via Together,2023-11-27T00:00:00Z,Open-Source Community / Together (API),Unknown,4096,,text,Language Model,Yes,,
UltraLM-13B via Replicate,2023-11-27T00:00:00Z,Open-Source Community / Replicate (API),Unknown,4096,,text,Language Model,Yes,,
UltraLM-13B via Baseten,2023-11-27T00:00:00Z,Open-Source Community / Baseten (API),Unknown,4096,,text,Language Model,Yes,,
DeepSeek-LLM-7B,2023-11-28T00:00:00Z,DeepSeek / DeepSeek,7B,4096,,text,Language Model,No,,
Orca-2-13B,2023-11-28T00:00:00Z,Open-Source Community / Community,Unknown,8192,,text,Language Model,Yes,,
DeepSeek-LLM-7B (GGUF-Q4_0),2023-11-28T00:00:00Z,DeepSeek / DeepSeek,7B,4096,,text,Language Model,No,,
DeepSeek-LLM-7B (GGUF-Q4_1),2023-11-28T00:00:00Z,DeepSeek / DeepSeek,7B,4096,,text,Language Model,No,,
DeepSeek-LLM-7B (GGUF-Q5_0),2023-11-28T00:00:00Z,DeepSeek / DeepSeek,7B,4096,,text,Language Model,No,,
Orca-2-13B (GGUF-Q4_0),2023-11-28T00:00:00Z,Open-Source Community / Community,Unknown,8192,,text,Language Model,Yes,,
Orca-2-13B (GGUF-Q4_1),2023-11-28T00:00:00Z,Open-Source Community / Community,Unknown,8192,,text,Language Model,Yes,,
Orca-2-13B (GGUF-Q5_0),2023-11-28T00:00:00Z,Open-Source Community / Community,Unknown,8192,,text,Language Model,Yes,,
DeepSeek-LLM-7B via Together,2023-11-28T00:00:00Z,DeepSeek / Together (API),7B,4096,,text,Language Model,No,,
DeepSeek-LLM-7B via Replicate,2023-11-28T00:00:00Z,DeepSeek / Replicate (API),7B,4096,,text,Language Model,No,,
DeepSeek-LLM-7B via Baseten,2023-11-28T00:00:00Z,DeepSeek / Baseten (API),7B,4096,,text,Language Model,No,,
Orca-2-13B via Together,2023-11-28T00:00:00Z,Open-Source Community / Together (API),Unknown,8192,,text,Language Model,Yes,,
Orca-2-13B via Replicate,2023-11-28T00:00:00Z,Open-Source Community / Replicate (API),Unknown,8192,,text,Language Model,Yes,,
Orca-2-13B via Baseten,2023-11-28T00:00:00Z,Open-Source Community / Baseten (API),Unknown,8192,,text,Language Model,Yes,,
Gemini 1.0 Pro,2023-12-06T00:00:00Z,Google / Google,Unknown,32000,,"text, image",Language Model,No,,
Gemini 1.0 Pro Vision,2023-12-06T00:00:00Z,Google / Google,Unknown,32000,,"text, image",Multimodal LLM,No,,
Gemini 1.0 Pro (GGUF-Q4_0),2023-12-06T00:00:00Z,Google / Google,Unknown,32000,,"text, image",Language Model,No,,
Gemini 1.0 Pro (GGUF-Q4_1),2023-12-06T00:00:00Z,Google / Google,Unknown,32000,,"text, image",Language Model,No,,
Gemini 1.0 Pro (GGUF-Q5_0),2023-12-06T00:00:00Z,Google / Google,Unknown,32000,,"text, image",Language Model,No,,
Gemini 1.0 Pro Vision (GGUF-Q4_0),2023-12-06T00:00:00Z,Google / Google,Unknown,32000,,"text, image",Multimodal LLM,No,,
Gemini 1.0 Pro Vision (GGUF-Q4_1),2023-12-06T00:00:00Z,Google / Google,Unknown,32000,,"text, image",Multimodal LLM,No,,
Gemini 1.0 Pro Vision (GGUF-Q5_0),2023-12-06T00:00:00Z,Google / Google,Unknown,32000,,"text, image",Multimodal LLM,No,,
Gemini 1.0 Pro via Together,2023-12-06T00:00:00Z,Google / Together (API),Unknown,32000,,"text, image",Language Model,No,,
Gemini 1.0 Pro via Replicate,2023-12-06T00:00:00Z,Google / Replicate (API),Unknown,32000,,"text, image",Language Model,No,,
Gemini 1.0 Pro via Baseten,2023-12-06T00:00:00Z,Google / Baseten (API),Unknown,32000,,"text, image",Language Model,No,,
Gemini 1.0 Pro Vision via Together,2023-12-06T00:00:00Z,Google / Together (API),Unknown,32000,,"text, image",Multimodal LLM,No,,
Gemini 1.0 Pro Vision via Replicate,2023-12-06T00:00:00Z,Google / Replicate (API),Unknown,32000,,"text, image",Multimodal LLM,No,,
Gemini 1.0 Pro Vision via Baseten,2023-12-06T00:00:00Z,Google / Baseten (API),Unknown,32000,,"text, image",Multimodal LLM,No,,
Gemini Pro Vision,2023-12-06T00:00:00Z,Research Institutions / Research/Specialized,Unknown,8192,,"text, image",Multimodal LLM,Yes,,
TinyLLaMA-1.1B,2024-01-04T00:00:00Z,Open-Source Community / Community,Unknown,2048,,text,Language Model,Yes,,
TinyLLaMA-1.1B (GGUF-Q4_0),2024-01-04T00:00:00Z,Open-Source Community / Community,Unknown,2048,,text,Language Model,Yes,,
TinyLLaMA-1.1B (GGUF-Q4_1),2024-01-04T00:00:00Z,Open-Source Community / Community,Unknown,2048,,text,Language Model,Yes,,
TinyLLaMA-1.1B (GGUF-Q5_0),2024-01-04T00:00:00Z,Open-Source Community / Community,Unknown,2048,,text,Language Model,Yes,,
TinyLLaMA-1.1B via Together,2024-01-04T00:00:00Z,Open-Source Community / Together (API),Unknown,2048,,text,Language Model,Yes,,
TinyLLaMA-1.1B via Replicate,2024-01-04T00:00:00Z,Open-Source Community / Replicate (API),Unknown,2048,,text,Language Model,Yes,,
TinyLLaMA-1.1B via Baseten,2024-01-04T00:00:00Z,Open-Source Community / Baseten (API),Unknown,2048,,text,Language Model,Yes,,
Whisper-Large-v3,2024-01-15T00:00:00Z,Research Institutions / Research/Specialized,Unknown,4096,,"text, audio",Specialized Model,Yes,,
InternLM2-7B,2024-01-17T00:00:00Z,Open-Source Community / Community,Unknown,8192,,text,Language Model,Yes,,
InternLM2-7B (GGUF-Q4_0),2024-01-17T00:00:00Z,Open-Source Community / Community,Unknown,8192,,text,Language Model,Yes,,
InternLM2-7B (GGUF-Q4_1),2024-01-17T00:00:00Z,Open-Source Community / Community,Unknown,8192,,text,Language Model,Yes,,
InternLM2-7B (GGUF-Q5_0),2024-01-17T00:00:00Z,Open-Source Community / Community,Unknown,8192,,text,Language Model,Yes,,
InternLM2-7B via Together,2024-01-17T00:00:00Z,Open-Source Community / Together (API),Unknown,8192,,text,Language Model,Yes,,
InternLM2-7B via Replicate,2024-01-17T00:00:00Z,Open-Source Community / Replicate (API),Unknown,8192,,text,Language Model,Yes,,
InternLM2-7B via Baseten,2024-01-17T00:00:00Z,Open-Source Community / Baseten (API),Unknown,8192,,text,Language Model,Yes,,
text-embedding-3-large,2024-01-25T00:00:00Z,OpenAI / OpenAI,Unknown,8191,,text,Language Model,No,,
text-embedding-3-small,2024-01-25T00:00:00Z,OpenAI / OpenAI,Unknown,8191,,text,Language Model,No,,
text-embedding-3-large (GGUF-Q4_0),2024-01-25T00:00:00Z,OpenAI / OpenAI,Unknown,8191,,text,Language Model,No,,
text-embedding-3-large (GGUF-Q4_1),2024-01-25T00:00:00Z,OpenAI / OpenAI,Unknown,8191,,text,Language Model,No,,
text-embedding-3-large (GGUF-Q5_0),2024-01-25T00:00:00Z,OpenAI / OpenAI,Unknown,8191,,text,Language Model,No,,
text-embedding-3-small (GGUF-Q4_0),2024-01-25T00:00:00Z,OpenAI / OpenAI,Unknown,8191,,text,Language Model,No,,
text-embedding-3-small (GGUF-Q4_1),2024-01-25T00:00:00Z,OpenAI / OpenAI,Unknown,8191,,text,Language Model,No,,
text-embedding-3-small (GGUF-Q5_0),2024-01-25T00:00:00Z,OpenAI / OpenAI,Unknown,8191,,text,Language Model,No,,
text-embedding-3-large via Together,2024-01-25T00:00:00Z,OpenAI / Together (API),Unknown,8191,,text,Language Model,No,,
text-embedding-3-large via Replicate,2024-01-25T00:00:00Z,OpenAI / Replicate (API),Unknown,8191,,text,Language Model,No,,
text-embedding-3-large via Baseten,2024-01-25T00:00:00Z,OpenAI / Baseten (API),Unknown,8191,,text,Language Model,No,,
text-embedding-3-small via Together,2024-01-25T00:00:00Z,OpenAI / Together (API),Unknown,8191,,text,Language Model,No,,
text-embedding-3-small via Replicate,2024-01-25T00:00:00Z,OpenAI / Replicate (API),Unknown,8191,,text,Language Model,No,,
text-embedding-3-small via Baseten,2024-01-25T00:00:00Z,OpenAI / Baseten (API),Unknown,8191,,text,Language Model,No,,
Gemini 1.5 Pro,2024-02-15T00:00:00Z,Google / Google,Unknown,2000000,,"text, image",Language Model,No,,
Gemini 1.5 Flash,2024-02-15T00:00:00Z,Google / Google,Unknown,1000000,,text,Language Model,No,,
Gemini 1.5 Pro (GGUF-Q4_0),2024-02-15T00:00:00Z,Google / Google,Unknown,2000000,,"text, image",Language Model,No,,
Gemini 1.5 Pro (GGUF-Q4_1),2024-02-15T00:00:00Z,Google / Google,Unknown,2000000,,"text, image",Language Model,No,,
Gemini 1.5 Pro (GGUF-Q5_0),2024-02-15T00:00:00Z,Google / Google,Unknown,2000000,,"text, image",Language Model,No,,
Gemini 1.5 Flash (GGUF-Q4_0),2024-02-15T00:00:00Z,Google / Google,Unknown,1000000,,text,Language Model,No,,
Gemini 1.5 Flash (GGUF-Q4_1),2024-02-15T00:00:00Z,Google / Google,Unknown,1000000,,text,Language Model,No,,
Gemini 1.5 Flash (GGUF-Q5_0),2024-02-15T00:00:00Z,Google / Google,Unknown,1000000,,text,Language Model,No,,
Gemini 1.5 Pro via Together,2024-02-15T00:00:00Z,Google / Together (API),Unknown,2000000,,"text, image",Language Model,No,,
Gemini 1.5 Pro via Replicate,2024-02-15T00:00:00Z,Google / Replicate (API),Unknown,2000000,,"text, image",Language Model,No,,
Gemini 1.5 Pro via Baseten,2024-02-15T00:00:00Z,Google / Baseten (API),Unknown,2000000,,"text, image",Language Model,No,,
Gemini 1.5 Flash via Together,2024-02-15T00:00:00Z,Google / Together (API),Unknown,1000000,,text,Language Model,No,,
Gemini 1.5 Flash via Replicate,2024-02-15T00:00:00Z,Google / Replicate (API),Unknown,1000000,,text,Language Model,No,,
Gemini 1.5 Flash via Baseten,2024-02-15T00:00:00Z,Google / Baseten (API),Unknown,1000000,,text,Language Model,No,,
Mixtral 8x22B,2024-04-10T00:00:00Z,Mistral / Mistral,22B,65536,,text,Language Model,No,,
Mixtral 8x22B-Instruct,2024-04-10T00:00:00Z,Mistral / Mistral,22B,65536,,text,Language Model,No,,
Mixtral 8x7B,2024-04-10T00:00:00Z,Mistral / Mistral,7B,32768,,text,Language Model,No,,
Mixtral 8x7B-Instruct,2024-04-10T00:00:00Z,Mistral / Mistral,7B,32768,,text,Language Model,No,,
Mixtral 8x3B,2024-04-10T00:00:00Z,Mistral / Mistral,3B,32768,,text,Language Model,No,,
Mixtral 8x3B-Instruct,2024-04-10T00:00:00Z,Mistral / Mistral,3B,32768,,text,Language Model,No,,
Mixtral 8x22B (GGUF-Q4_0),2024-04-10T00:00:00Z,Mistral / Mistral,22B,65536,,text,Language Model,No,,
Mixtral 8x22B (GGUF-Q4_1),2024-04-10T00:00:00Z,Mistral / Mistral,22B,65536,,text,Language Model,No,,
Mixtral 8x22B (GGUF-Q5_0),2024-04-10T00:00:00Z,Mistral / Mistral,22B,65536,,text,Language Model,No,,
Mixtral 8x22B-Instruct (GGUF-Q4_0),2024-04-10T00:00:00Z,Mistral / Mistral,22B,65536,,text,Language Model,No,,
Mixtral 8x22B-Instruct (GGUF-Q4_1),2024-04-10T00:00:00Z,Mistral / Mistral,22B,65536,,text,Language Model,No,,
Mixtral 8x22B-Instruct (GGUF-Q5_0),2024-04-10T00:00:00Z,Mistral / Mistral,22B,65536,,text,Language Model,No,,
Mixtral 8x7B (GGUF-Q4_0),2024-04-10T00:00:00Z,Mistral / Mistral,7B,32768,,text,Language Model,No,,
Mixtral 8x7B (GGUF-Q4_1),2024-04-10T00:00:00Z,Mistral / Mistral,7B,32768,,text,Language Model,No,,
Mixtral 8x7B (GGUF-Q5_0),2024-04-10T00:00:00Z,Mistral / Mistral,7B,32768,,text,Language Model,No,,
Mixtral 8x7B-Instruct (GGUF-Q4_0),2024-04-10T00:00:00Z,Mistral / Mistral,7B,32768,,text,Language Model,No,,
Mixtral 8x7B-Instruct (GGUF-Q4_1),2024-04-10T00:00:00Z,Mistral / Mistral,7B,32768,,text,Language Model,No,,
Mixtral 8x7B-Instruct (GGUF-Q5_0),2024-04-10T00:00:00Z,Mistral / Mistral,7B,32768,,text,Language Model,No,,
Mixtral 8x3B (GGUF-Q4_0),2024-04-10T00:00:00Z,Mistral / Mistral,3B,32768,,text,Language Model,No,,
Mixtral 8x3B (GGUF-Q4_1),2024-04-10T00:00:00Z,Mistral / Mistral,3B,32768,,text,Language Model,No,,
Mixtral 8x3B (GGUF-Q5_0),2024-04-10T00:00:00Z,Mistral / Mistral,3B,32768,,text,Language Model,No,,
Mixtral 8x3B-Instruct (GGUF-Q4_0),2024-04-10T00:00:00Z,Mistral / Mistral,3B,32768,,text,Language Model,No,,
Mixtral 8x3B-Instruct (GGUF-Q4_1),2024-04-10T00:00:00Z,Mistral / Mistral,3B,32768,,text,Language Model,No,,
Mixtral 8x3B-Instruct (GGUF-Q5_0),2024-04-10T00:00:00Z,Mistral / Mistral,3B,32768,,text,Language Model,No,,
Mixtral 8x22B via Together,2024-04-10T00:00:00Z,Mistral / Together (API),22B,65536,,text,Language Model,No,,
Mixtral 8x22B via Replicate,2024-04-10T00:00:00Z,Mistral / Replicate (API),22B,65536,,text,Language Model,No,,
Mixtral 8x22B via Baseten,2024-04-10T00:00:00Z,Mistral / Baseten (API),22B,65536,,text,Language Model,No,,
Mixtral 8x22B-Instruct via Together,2024-04-10T00:00:00Z,Mistral / Together (API),22B,65536,,text,Language Model,No,,
Mixtral 8x22B-Instruct via Replicate,2024-04-10T00:00:00Z,Mistral / Replicate (API),22B,65536,,text,Language Model,No,,
Mixtral 8x22B-Instruct via Baseten,2024-04-10T00:00:00Z,Mistral / Baseten (API),22B,65536,,text,Language Model,No,,
Mixtral 8x7B via Together,2024-04-10T00:00:00Z,Mistral / Together (API),7B,32768,,text,Language Model,No,,
Mixtral 8x7B via Replicate,2024-04-10T00:00:00Z,Mistral / Replicate (API),7B,32768,,text,Language Model,No,,
Mixtral 8x7B via Baseten,2024-04-10T00:00:00Z,Mistral / Baseten (API),7B,32768,,text,Language Model,No,,
Mixtral 8x7B-Instruct via Together,2024-04-10T00:00:00Z,Mistral / Together (API),7B,32768,,text,Language Model,No,,
Mixtral 8x7B-Instruct via Replicate,2024-04-10T00:00:00Z,Mistral / Replicate (API),7B,32768,,text,Language Model,No,,
Mixtral 8x7B-Instruct via Baseten,2024-04-10T00:00:00Z,Mistral / Baseten (API),7B,32768,,text,Language Model,No,,
Mixtral 8x3B via Together,2024-04-10T00:00:00Z,Mistral / Together (API),3B,32768,,text,Language Model,No,,
Mixtral 8x3B via Replicate,2024-04-10T00:00:00Z,Mistral / Replicate (API),3B,32768,,text,Language Model,No,,
Mixtral 8x3B via Baseten,2024-04-10T00:00:00Z,Mistral / Baseten (API),3B,32768,,text,Language Model,No,,
Mixtral 8x3B-Instruct via Together,2024-04-10T00:00:00Z,Mistral / Together (API),3B,32768,,text,Language Model,No,,
Mixtral 8x3B-Instruct via Replicate,2024-04-10T00:00:00Z,Mistral / Replicate (API),3B,32768,,text,Language Model,No,,
Mixtral 8x3B-Instruct via Baseten,2024-04-10T00:00:00Z,Mistral / Baseten (API),3B,32768,,text,Language Model,No,,
Llama 3 70B,2024-04-18T00:00:00Z,Meta / Meta,70B,8192,,text,Language Model,Yes,,
Llama 3 70B-Chat,2024-04-18T00:00:00Z,Meta / Meta,70B,8192,,text,Language Model,Yes,,
Llama 3 70B-Instruct,2024-04-18T00:00:00Z,Meta / Meta,70B,8192,,text,Language Model,Yes,,
Llama 3 8B,2024-04-18T00:00:00Z,Meta / Meta,8B,8192,,text,Language Model,Yes,,
Llama 3 8B-Chat,2024-04-18T00:00:00Z,Meta / Meta,8B,8192,,text,Language Model,Yes,,
Llama 3 8B-Instruct,2024-04-18T00:00:00Z,Meta / Meta,8B,8192,,text,Language Model,Yes,,
Llama 3 70B (GGUF-Q4_0),2024-04-18T00:00:00Z,Meta / Meta,70B,8192,,text,Language Model,Yes,,
Llama 3 70B (GGUF-Q4_1),2024-04-18T00:00:00Z,Meta / Meta,70B,8192,,text,Language Model,Yes,,
Llama 3 70B (GGUF-Q5_0),2024-04-18T00:00:00Z,Meta / Meta,70B,8192,,text,Language Model,Yes,,
Llama 3 70B-Chat (GGUF-Q4_0),2024-04-18T00:00:00Z,Meta / Meta,70B,8192,,text,Language Model,Yes,,
Llama 3 70B-Chat (GGUF-Q4_1),2024-04-18T00:00:00Z,Meta / Meta,70B,8192,,text,Language Model,Yes,,
Llama 3 70B-Chat (GGUF-Q5_0),2024-04-18T00:00:00Z,Meta / Meta,70B,8192,,text,Language Model,Yes,,
Llama 3 70B-Instruct (GGUF-Q4_0),2024-04-18T00:00:00Z,Meta / Meta,70B,8192,,text,Language Model,Yes,,
Llama 3 70B-Instruct (GGUF-Q4_1),2024-04-18T00:00:00Z,Meta / Meta,70B,8192,,text,Language Model,Yes,,
Llama 3 70B-Instruct (GGUF-Q5_0),2024-04-18T00:00:00Z,Meta / Meta,70B,8192,,text,Language Model,Yes,,
Llama 3 8B (GGUF-Q4_0),2024-04-18T00:00:00Z,Meta / Meta,8B,8192,,text,Language Model,Yes,,
Llama 3 8B (GGUF-Q4_1),2024-04-18T00:00:00Z,Meta / Meta,8B,8192,,text,Language Model,Yes,,
Llama 3 8B (GGUF-Q5_0),2024-04-18T00:00:00Z,Meta / Meta,8B,8192,,text,Language Model,Yes,,
Llama 3 8B-Chat (GGUF-Q4_0),2024-04-18T00:00:00Z,Meta / Meta,8B,8192,,text,Language Model,Yes,,
Llama 3 8B-Chat (GGUF-Q4_1),2024-04-18T00:00:00Z,Meta / Meta,8B,8192,,text,Language Model,Yes,,
Llama 3 8B-Chat (GGUF-Q5_0),2024-04-18T00:00:00Z,Meta / Meta,8B,8192,,text,Language Model,Yes,,
Llama 3 8B-Instruct (GGUF-Q4_0),2024-04-18T00:00:00Z,Meta / Meta,8B,8192,,text,Language Model,Yes,,
Llama 3 8B-Instruct (GGUF-Q4_1),2024-04-18T00:00:00Z,Meta / Meta,8B,8192,,text,Language Model,Yes,,
Llama 3 8B-Instruct (GGUF-Q5_0),2024-04-18T00:00:00Z,Meta / Meta,8B,8192,,text,Language Model,Yes,,
Llama 3 70B via Together,2024-04-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 3 70B via Replicate,2024-04-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 3 70B via Baseten,2024-04-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 3 70B-Chat via Together,2024-04-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 3 70B-Chat via Replicate,2024-04-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 3 70B-Chat via Baseten,2024-04-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 3 70B-Instruct via Together,2024-04-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 3 70B-Instruct via Replicate,2024-04-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 3 70B-Instruct via Baseten,2024-04-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
